Station,Lat,Lon
GALLUP MUNICIPAL AP,35.5144,-108.794
GRANT 5 SE,44.9651,-113.0041
CARR 0.6 S,40.8877,-104.8781
CHOTEAU 8NE,47.864,-112.0222
BUFFALO (ASOS),45.60444,-103.54639
ORO VALLEY 1.3 W,32.3933,-110.9819
DENVER-STAPELTON,39.7633,-104.8694
HUDSON 4.8 WSW,40.044,-104.7254
SHOSHONI,43.23716,-108.10964
ALTURAS MUNICIPAL AP,41.49139,-120.56444
BAKER 5 W,39.0118,-114.209
SAN DIEGO BROWN FIELD,32.57222,-116.97944
LAKE GEORGE 8 SW,38.9075,-105.4705
LAKE AMENT,29.4588,-103.4994
THORNTON 6.2 NNE,39.9674,-104.8936
BUCKBOARD MARINA,41.2468,-109.5966
LARAMIE 2 NW,41.34002,-105.60647
VAN NUYS AP,34.20972,-118.48917
TUCSON 11 W,32.2395,-111.1696
WIKIEUP,34.7055,-113.6124
LA MESA 0.9 SW,32.7597,-117.0281
RUSTIC 9WSW,40.7022,-105.7106
BOISE 2.1 NNE,43.6323,-116.2045
CALIENTE,37.6128,-114.5265
AUGUSTINE 2E,34.075,-107.6211
HELENA 2.0 NNW,46.6218,-112.042
CUT BANK AIRPORT,48.6033,-112.3752
LOS BANOS ARBURUA RANCH,36.8749,-120.9386
PORTALES 5.1 SSW,34.1128,-103.3812
DILLON U OF MONTANA WESTERN,45.209,-112.639
FAIRFIELD,47.6151,-111.9861
BEOWAWE,40.5903,-116.4749
DOUGLAS 1.0 E,31.3411,-109.5226
GRAND LAKE 6 SSW,40.1849,-105.8666
SAN DIEGO SEAWORLD,32.7672,-117.2258
CAPROCK,33.3433,-103.6783
SAN DIEGO 5.2WNW,32.7348,-117.2447
IDAHO FALLS FANNING FIELD,43.519,-112.0639
JEROME COUNTY AP,42.72667,-114.45639
DENVER MUSEUM,39.7489,-104.9425
TORRANCE 2.8 SW,33.7902,-118.3369
ANAHEIM 7.3 E,33.8521,-117.7469
CARBONDALE 0.5 W,39.3978,-107.2227
TUCSON 14.5 NNW,32.4223,-110.9843
TUCSON 12.3 NW,32.3585,-111.0515
MONTELLO 2NE,41.278,-114.1705
CAMARILLO 0.6 N,34.2311,-119.0299
LIVINGSTON 20.8 SSW,45.37,-110.66
GALLUP SAND AND GRAVEL,35.5282,-108.7031
MARANA 8.4 SE,32.3606,-111.1013
PAULINA 6.0 ESE,44.1214,-119.848
FCL,40.5759,-105.0858
MAKAHA COUNTRY CLUB 800.3,21.4784,-158.1964
LAS CRUCES 4.0 NNE,32.3877,-106.72
CEDAREDGE 3E,38.90435,-107.89125
FORT COLLINS,40.5763,-105.0857
PUEBLO RESERVOIR,38.25971,-104.71784
FORT COLLINS 4.6 N,40.6215,-105.0637
ARCO,43.6356,-113.29978
DUNKIRK 19NNE,48.7166,-111.4757
LOCKWOOD 3.6 NW,35.9808,-121.1174
PALISADE,39.1136,-108.3505
FORT THOMAS 2 SW,33.0094,-109.9855
BEAVER DAM,36.9139,-113.9423
CARLSBAD MCCLELLAN PALOMAR AP,33.12806,-117.27944
AURORA 4.2 NNW,39.7517,-104.8543
FREDERICK 2.0 NW,40.1213,-104.9743
RIDGEWAY 1 S,45.5022,-104.4477
TORRINGTON MUNICIPAL AP,42.0613,-104.1584
TERLINGUA,29.3485,-103.595
LEVAN,39.5608,-111.8652
PUEBLO 2.5 SSW,38.2643,-104.6333
HOTCHKISS 5.1 WNW,38.8394,-107.7985
LAS ANIMAS,38.0635,-103.2152
NUNN 7 NNE,40.8066,-104.7552
EDGEWOOD 2.1 WNW,35.0902,-106.212
SARATOGA 4N,41.5047,-106.7888
HARLOWTON 11NW,46.5786,-109.9477
SANTA FE 15.7 SSW,35.4646,-106.0464
SEARCHLIGHT,35.4661,-114.9216
CAMP CROOK,45.5488,-103.9744
SPRINGERVILLE,34.1311,-109.275
WHEATLAND 4 N,42.1106,-104.9492
LOS ANGELES DOWNTOWN/USC,34.0236,-118.2911
LARAMIE AP,41.3167,-105.6833
SHELL 9.5 NNW,44.6597,-107.8626
TUCSON INTL AP,32.1313,-110.9552
CHOTEAU,47.8205,-112.1921
PINE VALLEY - CARLIN 20S,40.4369,-116.119
ST. GEORGE,37.119,-113.6068
RIFLE 3ENE,39.5572,-107.7261
BEND 5.1 NNW,44.1374,-121.3409
KAYCEE,43.7144,-106.6375
WHITESTONE FARMS,64.1539,-145.8894
BOULDER REARING STATION,42.7158,-109.6897
LEBEC,34.83328,-118.86497
DENVER INTL AP,39.8328,-104.6575
GALLUP 1.0 SSE,35.5066,-108.7308
CASTLE VALLEY 1SE,38.6225,-109.3916
BURRIS,43.36556,-109.27545
LEO 6 SW,42.1952,-106.8555
BENSON  6 SE,31.8805,-110.2403
DIAMOND BAR 1.9 NNE,34.0232,-117.7965
CULVER CITY,34.005,-118.4139
PUEBLO MEMORIAL AP,38.2901,-104.4983
SANTA MARIA PUBLIC AP,34.8994,-120.4486
WRIGHT 12W,43.7472,-105.733
SANDIA PARK 4.2 NNE,35.2219,-106.3301
PALMER MUNICIPAL AIRPORT,61.5961,-149.0916
UPTON,44.0928,-104.6114
FAIRMONT,34.705,-118.4297
HEREFORD,34.8172,-102.4002
CAVE CREEK 9.4 WSW,33.8006,-112.1099
WAIKIKI 717.2,21.2716,-157.8168
AUSTIN #2,39.493,-117.0675
LOVELAND 2.3 NW,40.4424,-105.103
KLAMATH FALLS INTL AP,42.14694,-121.72417
KLAMATH FALLS AG STA,42.16444,-121.75472
WORLAND,44.01087,-107.96874
SAN DIEGO 7.9NE,32.8057,-117.0732
TRACY CARBONA,37.6819,-121.3466
BROOMFIELD 2.3 SSW,39.8826,-105.1056
CARSON CITY,39.1254,-119.7679
LIMON,39.275,-103.666
ICE HARBOR DAM,46.2447,-118.8786
WESTON 1 E,44.6406,-105.3053
ORANGE 3.5 ENE,33.8291,-117.77
LAS CRUCES 2.1 ENE,32.3456,-106.722
HEPPNER,45.3653,-119.5639
BETATAKIN,36.6778,-110.5411
GREELEY 4.4 W,40.4108,-104.7914
PUEBLO WEST 3.4 SSW,38.3042,-104.744
MANTI,39.25826,-111.6307
NORTHGLENN,39.8988,-105.0133
NIWOT 2.3 W,40.102,-105.1987
SANTA FE 1.1 ENE,35.6845,-105.9356
YAKIMA 2.5 WNW,46.6093,-120.5751
FORT COLLINS 0.9 N,40.569,-105.07
FCL 2.2 NW,40.5998,-105.1151
FORT STOCKTON PECOS COUNTY AP,30.91194,-102.91667
VISTA,33.2354,-117.2322
MARSTON FILTER PLANT,39.6211,-105.0655
FORT COLLINS 2.9 NW,40.5968,-105.1329
EAST WENATCHEE 1.5 SSE,47.3963,-120.28
ALCALDE,36.0908,-106.0566
HOVENWEEP NATIONAL MONUMENT,37.3858,-109.075
WINDOW ROCK AIRPORT,35.6575,-109.06139
WATKINS 10.0 S,39.6059,-104.6111
LARAMIE 4SE,41.2847,-105.5319
MISSION VIEJO 3.9 NNE,33.6645,-117.6264
FORT COLLINS 4.2 S,40.4955,-105.0567
THE POPLARS,43.2644,-120.9447
BRIDGEPORT,38.2575,-119.2286
CARLSBAD,32.3479,-104.2224
DILLINGER,44.0991,-105.1175
ELLENSBURG,46.9692,-120.54
MATANUSKA EXPERIMENT FARM,61.5663,-149.2541
OCEANSIDE 8.1ENE,33.2499,-117.2559
NEWCASTLE,43.8497,-104.1886
LOVELAND 2.0 SSE,40.3922,-105.0539
QUEMADO 14.1 NE,34.4669,-108.2986
SNOWFLAKE 5.6 W,34.4969,-110.1668
SAN GABRIEL FIRE DEPT,34.0842,-118.1003
BUFFALO JOHNSON COUNTY AP,44.38139,-106.72111
LA GARITA 5.6 WSW,37.7922,-106.3409
TUCSON 5.8 ENE,32.2261,-110.7984
STERLING 1.8 NW,40.6421,-103.2376
REDLANDS,34.037,-117.1948
CEDAR CITY,37.6658,-113.08372
TRINIDAD,37.1787,-104.487
CHEESMAN,39.2202,-105.2783
GALETON 1.4 SE,40.5038,-104.5647
SALT LAKE TRIAD CENTER,40.7708,-111.8963
HASWELL,38.4466,-103.1605
FCL 2.3 NW,40.5999,-105.1175
SAN MARCOS 2.5 ENE,33.1472,-117.1316
VALLEY CENTER 6.4N,33.3108,-117.0409
LONGMONT 8.2 ESE,40.12,-104.96
FORT COLLINS 5.6 NW,40.614,-105.1424
LAS CRUCES 3.1 NNE,32.3747,-106.7298
HART MOUNTAIN REFUGE,42.5483,-119.6556
BOX ELDER 8.0 NNE,44.2318,-103.0345
OLNEY SPRINGS 4.6 WNW,38.1902,-104.023
KELLY STATION,67.93,-162.28
ESCALANTE,37.7686,-111.5977
CODY 12SE,44.4138,-108.9005
FORT COLLINS 3.7 S,40.5023,-105.068
CARDIFF BY THE SEA 0.2 E,33.0267,-117.2712
FILLMORE 2 W,34.4086,-118.9455
PICACHO,33.3502,-105.14
MACKAY LOST RIVER RS,43.9178,-113.6152
CANON CITY,38.4599,-105.2255
BRAVO,35.6201,-103.0071
CORONA 12.8 SE,33.7307,-117.4276
MONTE NIDO 0.2 SSW,34.0786,-118.687
CODY 2.4 WSW,44.5103,-109.0994
CIMARRON,38.4432,-107.557
SUMNER LAKE,34.6033,-104.3811
MADERA MUNICIPAL AP,36.98778,-120.11056
MAYBELL,40.5158,-108.0947
FCL 7.9 ENE,40.5949,-104.9282
TORRINGTON 9.6 SSE,41.9442,-104.0962
MURRIETA 3.6 NNE,33.6081,-117.1878
SIDNEY MUNICIPAL AP,41.0993,-102.9863
WOODRUFF,41.525,-111.1494
JEFFREY CITY,42.4941,-107.8291
MAY CREEK,61.35,-142.71001
FORT COLLINS 4.5 SSE,40.5045,-105.0514
DUBOIS,43.5397,-109.6552
LOS BANOS,37.0563,-120.8666
ESTES PARK 3.3 SSW,40.3302,-105.5221
FREMONT INDIAN S.P.,38.5777,-112.3347
DELTA 6N,64.11722,-145.75111
GRADY 0.1 WSW,34.8213,-103.3173
GRAHAM MUNICIPAL AIRPORT,33.11,-98.55528
FARSON 2NNE,42.13976,-109.43088
SALINAS AP,36.6636,-121.6081
AMERICAN FORK 1.1 ESE,40.379,-111.7744
BIG PINEY MARBLETON AP,42.58444,-110.1075
SAGWON,69.42,-148.69
WESTHAVEN,36.22722,-119.99667
RALSTON RESERVOIR,39.8297,-105.2352
ESTANCIA  4N,34.8241,-106.0344
CAMPO ASOS,32.6261,-116.4681
LIBERTY 5.5 NW,39.7041,-102.708
GREEN VALLEY 4.8 NW,31.8906,-110.9314
SAFFORD MUNICIPAL AP,32.85472,-109.63528
BRANTLEY DAM,32.5158,-104.3828
FLOWING WELLS 2.1 NW,32.318,-111.031
THOUSAND OAKS 2.1 WSW,34.1772,-118.8984
LA JUNTA,37.9824,-103.5439
ENNIS,45.3394,-111.7122
LAURIN 2NE,45.3674,-112.0965
EL CAJON,32.8005,-116.928
ESTES PARK 2.2 NE,40.4018,-105.4878
LOV 1.0 NNW,40.4326,-105.0923
KERSEY 4.5 E,40.3868,-104.4735
KODACHROME BASIN PARK,37.5141,-111.9883
VERNAL,40.4402,-109.5355
BURBANK VALLEY PUMP PLANT,34.1866,-118.348
TIJERAS 1.0 SSW,35.0761,-106.3846
BELLE FOURCHE,44.6713,-103.8511
ALDER 19S,45.0962,-112.0856
LINGLE 2WSW,42.1298,-104.3899
RYE 11.2 E,37.9525,-104.7297
GRANT,39.4607,-105.6785
NIWOT 0.7 NNW,40.1043,-105.1605
CHEYENNE 5.4 W,41.1375,-104.8952
CARLSBAD 1.3ENE,33.1658,-117.3307
PORT ALCAN,62.6211,-141.006
WHITTIER 2.9 WNW,33.9862,-118.0664
WHEAT RIDGE 2,39.7749,-105.117
JEROME,42.7325,-114.5192
CONRAD,48.1737,-111.9502
CORTEZ,37.3444,-108.595
LYONS 0.3 NNE,40.2263,-105.2667
FILER 0.9 W,42.5686,-114.6275
SASABE,31.483,-111.5436
NEW ENGLAND,46.5413,-102.8691
MALAGA 1.5 WSW,47.3638,-120.2284
GATEWAY,38.6826,-108.9731
POWDER RIVER (SCHOOL),43.03518,-106.98947
CHICKEN,64.0917,-141.9211
REXBURG BYU IDAHO,43.8083,-111.7892
FORT MEADE,44.4099,-103.4775
PALMER 1.7 WNW,61.6185,-149.12579
DENVER 1 SW 7NEWS,39.7263,-104.985
DULL CENTER 1SE,43.4117,-104.9614
CARLSBAD 8.3SE,33.0794,-117.2419
DENVER CENTENNIAL AP,39.57028,-104.84889
ESTES PARK 1 SSE,40.3689,-105.5108
CLIFF 5.7 NE,33.023,-108.5441
CORTEZ MONTEZUMA COUNTY AP,37.30694,-108.62639
LOVELAND 2N,40.435,-105.085
BLV 4.0 NW,40.6754,-105.215
PUEBLO 13.0 SSW,38.0814,-104.7066
WUPATKI NM,35.5247,-111.3702
OCEANSIDE 8.4NE,33.27,-117.2663
PUEBLO 1.9 E,38.2998,-104.5847
AGATE 3 E,42.4244,-103.7347
IBAPAH,40.0379,-113.9885
ROCK RIVER 18.9 S,41.458,-106.0029
RATON MUNICIPAL CREWS FIELD AP,36.74139,-104.50222
LODGEPOLE 5SW,45.7475,-102.7969
WHALEN DAM (USBR),42.2494,-104.628
CRAIG MOFFAT COUNTY AP,40.49278,-107.52417
SILVER CREEK NV,39.23,-114.24
CHEYENNE WELLS,38.8221,-102.3504
RENO 10.3 SSE,39.4069,-119.7313
JARVIE RANCH 1S,40.8835,-109.1802
VERNAL MUNICIPAL AP,40.44278,-109.51278
GHOST RANCH,36.3336,-106.4744
EDGEMONT,43.31359,-103.82151
LA JOLLA 2.1 SE,32.8257,-117.2501
TOWNSEND,46.331,-111.5383
CARLSBAD 2.1 NNW,32.4309,-104.254
FRUITVALE 6.9 W,46.6118,-120.6867
FCL 1.7 SW,40.557,-105.1086
MISSION VIEJO 1.3 SSE,33.5954,-117.6442
PASO ROBLES,35.6277,-120.6855
FCL 2.1 S,40.5468,-105.0944
CLEARMONT 5 SW,44.578,-106.4472
SAFFORD AGRICULTURAL CENTER,32.815,-109.6808
MIDWEST,43.41316,-106.27727
HATCH,37.6521,-112.4361
TORRINGTON 29N,42.488,-104.1563
HONOLULU INTL AP,21.324,-157.9294
GREELEY 10.5 SSE,40.2917,-104.6394
BYNUM 4 SSE,47.9262,-112.2919
U C L A,34.0697,-118.4427
KIT CARSON 9NNE,38.8867,-102.7232
HEREFORD 12 SW,44.3255,-103.1086
PIRU 2 ESE,34.4061,-118.7569
LA JUNTA 17 WSW,37.8639,-103.8224
TACONY 13 SE,38.3421,-104.0567
LOGAN 1.5 W,35.3621,-103.4708
HOLLISTER 2.1 ESE,36.8422,-121.365
BOZEMAN GALLATIN FIELD AP,45.788,-111.1608
COTTONWOOD 2 E,43.9611,-101.8605
ANAHEIM,33.8647,-117.8425
LOST SPRINGS 11.9 NW,42.9042,-105.0635
KEMMERER 2N,41.81814,-110.53328
LA LUZ 3.8 ENE,32.9907,-105.8758
OGLALA 1S,43.175,-102.7458
RAPID CITY REGIONAL AP,44.0433,-103.0536
PACOIMA DAM FC33A-E,34.3294,-118.4005
BELLVUE 1 NW,40.635,-105.1817
BOISE 7 N,43.7383,-116.2022
PHILIP AIRPORT,44.05111,-101.60111
SELIGMAN,35.3322,-112.8797
GLENDO 6NE,42.5283,-104.9152
FORT HALL 1 NNE,43.04245,-112.41435
STERLING 1.5 S,40.629,-103.209
PENDLETON WFO,45.691,-118.8523
GLENDALE 2.4 WSW,34.1689,-118.2947
MOFFETT FEDERAL AIRFIELD,37.40583,-122.04806
WALSENBURG 1.0 WNW,37.6299,-104.7953
WALSENBURG 1 NW,37.6302,-104.7956
EATON 3.4 SE,40.4932,-104.6681
ABIQUIU DAM,36.2402,-106.4277
CANYON,34.9805,-101.9263
ROUNDUP 15 SW,46.3254,-108.7402
STEAD,39.6253,-119.8836
RENO 1.4 NNE,39.5573,-119.8144
SAN DIEGO MONTGOMERY FIELD,32.81583,-117.13944
JOES,39.6552,-102.68043
LAS VEGAS MUNICIPAL AP,35.65417,-105.14194
GAINES COUNTY AP,32.67528,-102.65444
LOV 1.8 NW,40.4262,-105.1162
MONAHANS 6 ENE,31.6219,-102.8071
CRESTONE 1.2 SSE,37.9802,-105.689
LIHUE WSO AP 1020.1,21.98389,-159.34056
BELLE FOURCHE 22 NNW,44.9905,-103.9338
CRESTONE 2 SE,37.9806,-105.6897
EL CAJON 1.5WSW,32.7907,-116.987
TWIN FALLS SUN VALLEY REGIONAL AP,42.48194,-114.48694
REDBIRD,43.245,-104.288
TUCSON 2.0 ENE,32.2319,-110.8893
DENVER WATER DEPARTMENT,39.7294,-105.0083
LOV 4.0 W,40.3926,-105.1587
MIDLAND 12.1 S,31.8521,-102.0761
MERCED 23 WSW,37.2381,-120.8825
PARSHALL 3.0 NNW,40.0911,-106.2
CODY 3.8 SE,44.4884,-108.9916
GREELEY 3.8 W,40.3942,-104.7695
TUCSON 5.2 NNW,32.2829,-110.9689
SHEEP MOUNTAIN,37.715,-105.2352
BERTHOUD 4.4 WSW,40.2843,-105.1608
LUBBOCK INTERNATIONAL AP,33.6656,-101.8231
HUGO 1 NW,39.1438,-103.4897
DOUGLAS BISBEE INL AP,31.4583,-109.6061
BURLEY MUNICIPAL AIRPORT,42.5416,-113.7661
REXBURG MADISON COUNTY AP,43.83212,-111.80753
PASAMONTE,36.2994,-103.7408
CARBONDALE 5.7 E,39.4034,-107.1066
CLOVIS 2.3 NNE,34.4386,-103.1819
NEWELL,44.7158,-103.4275
BURTS MILLER RANCH,40.98,-110.85
ALPINE 7NW,30.3703,-103.7808
DOUGLAS 3.6 E,42.7617,-105.3225
GLENWOOD SPGS #2,39.518,-107.3172
LA MESA 2.6E,32.7698,-116.9788
WALKER BASIN 0.9 E,35.4088,-118.5071
COVINA CITY YARD FC387B,34.0918,-117.88012
LUBBOCK INTERNATIONAL,33.6658,-101.8233
TRIDENT,45.9468,-111.4757
CACHUMA LAKE,34.5822,-119.9817
TUCSON 9.9 NNW,32.3471,-110.9996
KIM 15 NNE,37.4536,-103.322
CHERRY CREEK DAM 6.7 SE,39.5845,-104.764
MALTA,42.3061,-113.3688
ADEL,47.0091,-111.6741
LOMPOC,34.6538,-120.4513
PENDLETON E OR RGNL AP,45.6983,-118.8547
AMERICAN CREEK,64.79,-141.23
MUD FLAT,42.6,-116.56
FALLBROOK 5 NE,33.4392,-117.1904
DURANGO LA PLATA COUNTY AP,37.14306,-107.76028
MINIDOKA DAM,42.6769,-113.5021
SHERMAN OAKS 1.7 ENE,34.1543,-118.42
FRESNO YOSEMITE INT'L,36.78,-119.7194
CIMARRON 4 SW,36.4661,-104.9456
CATALINA STATE PARK,32.4177,-110.9302
BOULEVARD 4.4 WSW,32.6447,-116.3478
HOOVER,45.11262,-103.2682
HOLTER DAM,46.9907,-112.0116
PILOT ROCK 1 SE,45.4756,-118.8253
WILD HORSE 6N,38.90264,-103.0192
ARVADA 3.8 W,39.8171,-105.1774
DENVER 0.4 E,39.7282,-104.9544
CLOVIS 13 N,34.5988,-103.2161
DALLESPORT AIRPORT,45.6194,-121.1661
SHELBY,48.5133,-111.8551
MONTEZUMA CASTLE NM,34.6105,-111.838
GUNNISON 6.6 N,38.6391,-106.9408
CALHAN 5.6 S,38.9534,-104.3117
UPTON 18.8 SW,43.9334,-104.9221
PAVILLION,43.24592,-108.69417
LAZY MOUNTAIN,61.6266,-149.0365
ESTES PARK 1.8 S,40.3464,-105.5217
HARRISON 20 SSE,42.4247,-103.7363
RANDOLPH,41.6627,-111.1861
RAPID CITY WFO,44.0727,-103.2108
TUCSON 10.3 NNW,32.3531,-111.0003
WHITE RIVER NV,38.95,-115.38
GREELEY 3.9 ENE,40.4505,-104.6799
HOYT 2 WSW,46.9191,-104.8966
TERLINGUA 3.4 NNW,29.37,-103.63
FCL 2.5 W,40.5857,-105.1317
OAK CITY 0.3 SSE,39.3723,-112.3339
CASCABEL,32.3222,-110.4147
PUEBLO 2.3 SE,38.2771,-104.587
RENO 2.4 SSW,39.5084,-119.8442
BUFFALO 13 ESE,45.516,-103.3017
WHEAT RIDGE 2.8 WSW,39.7564,-105.1468
ANCHORAGE MERRILL FIELD,61.21694,-149.855
POWDERVILLE 8 NNE,45.8525,-105.035
CHOWCHILLA 0.3 E,37.116,-120.252
LAKE GEORGE 7.5 WSW,38.9446,-105.4895
HONOLULU FIRE STATION 703.1,21.3287,-157.92979
LIVINGSTON AIRPORT,45.6983,-110.4408
SOUTH FORK STATE RECREATION AREA,40.6764,-115.7451
BISON,45.5286,-102.465
DUMAS,35.8731,-101.9725
SASABE 7 NW,31.6036,-111.6022
BELLTOWER,45.6946,-104.3856
WESTMINSTER 1.7 NNW,39.9055,-105.0572
MISSOULA INTERNATIONAL AP,46.9208,-114.0925
VILLANUEVA,35.2666,-105.3572
CERRO,36.7408,-105.5955
PARGON CREEK,64.99,-163.10001
LAKEWOOD,39.7488,-105.1205
WESTMINSTER 3.9 S,39.8261,-105.0414
LINDSAY,47.2253,-105.1523
LAFAYETTE 0.4 WSW,39.9925,-105.1057
SAN DIEGO 9NE,32.8168,-117.0586
IDAHO FALLS - KIFI,43.514,-112.0126
GILLETTE 4SE,44.2644,-105.492
MOORCROFT 11.9 ENE,44.3267,-104.7278
DIAMOND M RANCH,35.2948,-113.3665
POWAY 3.9 NNW,33.0361,-117.0457
BOYSEN DAM,43.4052,-108.1633
TUCSON 8.0 NW,32.2763,-110.9904
SANTA BARBARA 11 W,34.4141,-119.8796
RED FEATHER LAKES 3.8 ENE,40.8187,-105.5118
IDAHO FALLS 11.7 NE,43.6176,-111.884
FT. STOCKTON,30.9071,-102.9153
CODY MUNICIPAL AP,44.51667,-109.01667
EAGLE,64.7856,-141.2036
RENO 17.8 NNW,39.7903,-119.8947
FORT DAVIS,30.5996,-103.887
WILLIAMS 35 NNW,35.7552,-112.3374
PASADENA 2.0 SE,34.1392,-118.1161
DORRIS 0.2 SW,41.9633,-121.923
HINGHAM 12 N,48.7262,-110.456
MOSQUERO 1 NE,35.8022,-103.9438
LEHI 2.0 NNE,40.4306,-111.8436
GREAT BASIN NATIONAL PARK,39.0055,-114.2205
SANTA BARBARA MUNI AP,34.4258,-119.8425
MELROSE,34.4277,-103.625
LEADVILLE 6.3 S,39.1601,-106.2816
OAK CITY,39.3758,-112.3341
TUCSON 6.2 ENE,32.2483,-110.82
N CLAIREMONT 0.6SSE,32.8257,-117.1993
CAVE CREEK 1.0 WSW,33.798,-111.9816
CORDUROY FLAT,39.0,-115.42
EL CAJON 2.3 S,32.7698,-116.9593
MOORHEAD 9 NE,45.1758,-105.7516
BROADUS,45.4441,-105.4072
CARPENTER 8.3 E,41.0421,-104.1912
SIERRA VISTA 1.3 E,31.549,-110.2776
IGNACIO 6ESE,37.0855,-107.5333
BEAVER 0.8 E,38.2779,-112.6244
COULEE DAM 1 SW,47.9545,-118.9997
DANIEL FISH HATCHERY,42.9283,-110.1272
GILLETTE CAMPBELL COUNTY AP,44.33944,-105.54194
ARAPAHOE,38.8528,-102.1764
BOULDER 0.5 NNE,40.0326,-105.2463
PEDERNAL 9 E,34.6152,-105.4739
THORNTON 2.1 N,39.9223,-104.9554
PAUL 1ENE,42.6118,-113.7628
RANCHO CUCAMONGA 1.6 W,34.1223,-117.5977
DENVER 3.2 SSE,39.72,-104.9175
LA VERKIN,37.2009,-113.2685
CATALINA 2.5 ESE,32.4892,-110.8841
CHERAW 1 N,38.115,-103.51
LUBBOCK 9 N,33.6897,-101.8219
WFO PUEBLO,38.2798,-104.5215
GREELEY 4.6 WNW,40.438,-104.807
MOUNTAINAIR 8NW,34.6241,-106.3102
OELRICHS,43.18778,-103.23722
EL CAJON 2.3ENE,32.8112,-116.9254
PROVO BYU,40.2458,-111.6508
COLORADO SPRINGS MUNICIPAL AP,38.81,-104.6884
ELKO REGIONAL AIRPORT,40.8288,-115.7886
LIND 3 NE,47.0022,-118.5657
BROADVIEW 2.7 N,34.8648,-103.2107
BAYFIELD 0.3 N,37.2379,-107.5949
SHOSHONE 1 WNW,42.9383,-114.4169
ROBERTS 1 W,45.3573,-109.1884
WAIPAHU 750,21.386,-158.007
JIGGS 2NE,40.44474,-115.65798
WEST CORAZONES,29.5102,-103.4344
YAKIMA 9.6 WSW,46.5367,-120.7134
RIVERTON REGIONAL AP,43.06417,-108.45889
ANAHEIM 4.9 E,33.847,-117.7871
HOLLY,38.0517,-102.1316
ALPINE CASPARIS MUNICIPAL AP,30.38333,-103.68333
TUCSON 9.9 NW,32.322,-111.0385
EL CAJON 2.8SE,32.7724,-116.9197
AMERICAN FALLS,42.7986,-112.8036
KENT 8SE,31.0157,-104.1108
GREAT FALLS AIRPORT,47.4733,-111.3822
SPEARFISH,44.49739,-103.87177
MILTON FREEWATER,45.9428,-118.4089
RAPID CITY 4NW,44.115,-103.2827
CUT BANK 0.3 N,48.6392,-112.3304
CHELAN,47.8344,-120.0005
AMERICAN FALLS 8.2 W,42.7914,-113.0151
SUMMER LAKE 1 S,42.9592,-120.7897
SHAWNEE 0.6 ESE,39.4158,-105.5402
COLDFOOT,67.25,-150.17999
DESTINY RANCH,32.2844,-110.7313
GISELA,34.1111,-111.2758
LA JUNTA 20 S,37.75144,-103.47671
KERSEY 1.3 WSW,40.3802,-104.5842
PENDLETON 1.0 WNW,45.6745,-118.8079
MAURINE 12SW,44.8933,-102.6125
WASTA,44.0697,-102.4478
ORO VALLEY 2.5 N,32.4609,-110.9572
MCALLEN MILLER INTL AP,26.18389,-98.25389
CORDES,34.305,-112.165
MILES CITY AIRPORT,46.4266,-105.8825
FRIDAY HARBOR AIRPORT,48.52222,-123.02306
SUNSHINE 3NE,44.0761,-108.9547
LUALUALEI 804,21.4212,-158.1351
SAN JOSE,37.3591,-121.924
DOVE CREEK 12.4 SSW,37.6009,-108.9951
TAOS 4.3 NNW,36.4609,-105.6116
ROSETTE,41.8187,-113.4134
BROOMFIELD 1.1 NE,39.939,-105.0826
SANTA FE SETON,35.6008,-105.9322
LEMON COVE,36.3817,-119.0264
CASTLE ROCK 2.9 WNW,39.3911,-104.9038
YELLOWSTONE PARK MAMMOTH,44.97668,-110.6964
BAILEY,39.4052,-105.4765
FLAGLER 1S,39.28135,-103.06207
WESTMINSTER 0.8 ESE,39.8782,-105.0364
BEND 2.5 NW,44.0878,-121.3508
LEE VINING,37.9567,-119.1194
COLLBRAN 1WSW,39.2366,-107.9797
TAYLOR CANYON,41.23,-116.03
SCOTT CITY 10 SE,38.3959,-100.7502
AMISTAD 5 SSW,35.8741,-103.1819
CHEYENNE WSFO AP,41.15778,-104.80694
BATES CREEK NO 2,42.62336,-106.35659
ABERDEEN EXPERIMENT STN,42.9536,-112.8253
DINOSAUR 2 E,40.2446,-108.9677
TUCSON 6.4 SSE,32.1324,-110.8829
CLOVIS 4.6 W,34.4054,-103.283
BILLINGS 7.1 W,45.7995,-108.686
PAONIA 2.1 SSE,38.8421,-107.5748
SYRACUSE 7.2 WSW,37.9376,-101.8714
GLENDIVE 16.9 WSW,46.9926,-105.0248
CHADRON MUNICIPAL AP,42.8374,-103.0981
MISSOULA 6 NW WFO,46.9244,-114.0911
FOXFIELD 3.7 ESE,39.5662,-104.7317
GRAND CANYON NATIONAL PARK AP,35.94611,-112.15472
HUNTLEY EXPERIMENTAL STATION,45.9227,-108.2453
MAYER 8.5 SSE,34.2821,-112.1983
JOLIET,45.4732,-109.0105
SANDIA PARK 3.6 ESE,35.1595,-106.3032
SALT LAKE CITY INTL ARPT,40.7781,-111.9694
CARLILE 6.7 ENE,44.5395,-104.6857
TUCSON 5.0 ENE,32.2555,-110.8449
OGALLALA,41.1275,-101.7205
TEN SLEEP 4.8 NNW,44.1022,-107.4734
EVERGREEN,39.638,-105.315
JUDITH GAP 13 E,46.6501,-109.48
CLIFF 11 SE,32.834,-108.5048
